Commit Hash,File Name,Method Name,Method Java,Commit Link
4a596eda3437b6e7bf3018170d1187badddfe81b,UintMap.java,getKeys,"    public int[] getKeys() {
        int[] keys = this.keys;
        int n = keyCount;
        int[] result = new int[n];
        for (int i = 0; n != 0; ++i) {
            int entry = keys[i];
            if (entry != EMPTY && entry != DELETED) {
                result[--n] = entry;
            }
        }
        return result;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,UintMap.java,tableLookupStep,"    private static int tableLookupStep(int fraction, int mask, int power) {
        int shift = 32 - 2 * power;
        if (shift >= 0) {
            return ((fraction >>> shift) & mask) | 1;",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,UintMap.java,findIndex,"    private int findIndex(int key) {
        int[] keys = this.keys;
        if (keys != null) {
            int fraction = key * A;
            int index = fraction >>> (32 - power);
            int entry = keys[index];
            if (entry == key) { return index; }
            if (entry != EMPTY) {
                // Search in table after first failed attempt
                int mask = (1 << power) - 1;
                int step = tableLookupStep(fraction, mask, power);
                int n = 0;
                do {
                    if (check) {
                        if (n >= occupiedCount) Kit.codeBug();
                        ++n;
                    }
                    index = (index + step) & mask;
                    entry = keys[index];
                    if (entry == key) { return index; }
                } while (entry != EMPTY);
            }
        }
        return -1;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,UintMap.java,insertNewKey,"    private int insertNewKey(int key) {
        if (check && occupiedCount != keyCount) Kit.codeBug();
        if (check && keyCount == 1 << power) Kit.codeBug();
        int[] keys = this.keys;
        int fraction = key * A;
        int index = fraction >>> (32 - power);
        if (keys[index] != EMPTY) {
            int mask = (1 << power) - 1;
            int step = tableLookupStep(fraction, mask, power);
            int firstIndex = index;
            do {
                if (check && keys[index] == DELETED) Kit.codeBug();
                index = (index + step) & mask;
                if (check && firstIndex == index) Kit.codeBug();
            } while (keys[index] != EMPTY);
        }
        keys[index] = key;
        ++occupiedCount;
        ++keyCount;
        return index;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,UintMap.java,rehashTable,"    private void rehashTable(boolean ensureIntSpace) {
        if (keys != null) {
            // Check if removing deleted entries would free enough space
            if (keyCount * 2 >= occupiedCount) {
                // Need to grow: less then half of deleted entries
                ++power;
            }
        }
        int N = 1 << power;
        int[] old = keys;
        int oldShift = ivaluesShift;
        if (oldShift == 0 && !ensureIntSpace) {
            keys = new int[N];
        }
        else {
            ivaluesShift = N; keys = new int[N * 2];
        }
        for (int i = 0; i != N; ++i) { keys[i] = EMPTY; }

        Object[] oldValues = values;
        if (oldValues != null) { values = new Object[N]; }

        int oldCount = keyCount;
        occupiedCount = 0;
        if (oldCount != 0) {
            keyCount = 0;",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,UintMap.java,ensureIndex,"    private int ensureIndex(int key, boolean intType) {
        int index = -1;
        int firstDeleted = -1;
        int[] keys = this.keys;
        if (keys != null) {
            int fraction = key * A;
            index = fraction >>> (32 - power);
            int entry = keys[index];
            if (entry == key) { return index; }
            if (entry != EMPTY) {
                if (entry == DELETED) { firstDeleted = index; }
                // Search in table after first failed attempt
                int mask = (1 << power) - 1;
                int step = tableLookupStep(fraction, mask, power);
                int n = 0;
                do {
                    if (check) {
                        if (n >= occupiedCount) Kit.codeBug();
                        ++n;
                    }
                    index = (index + step) & mask;
                    entry = keys[index];
                    if (entry == key) { return index; }
                    if (entry == DELETED && firstDeleted < 0) {
                        firstDeleted = index;
                    }
                } while (entry != EMPTY);
            }
        }
        // Inserting of new key
        if (check && keys != null && keys[index] != EMPTY)
            Kit.codeBug();
        if (firstDeleted >= 0) {
            index = firstDeleted;
        }
        else {
            // Need to consume empty entry: check occupation level
            if (keys == null || occupiedCount * 4 >= (1 << power) * 3) {
                // Too litle unused entries: rehash
                rehashTable(intType);
                keys = this.keys;
                return insertNewKey(key);
            }
            ++occupiedCount;
        }
        keys[index] = key;
        ++keyCount;
        return index;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,UintMap.java,writeObject,"    private void writeObject(ObjectOutputStream out)
        throws IOException
    {
        out.defaultWriteObject();

        int count = keyCount;
        if (count != 0) {
            boolean hasIntValues = (ivaluesShift != 0);",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,UintMap.java,readObject,"    private void readObject(ObjectInputStream in)
        throws IOException, ClassNotFoundException
    {
        in.defaultReadObject();

        int writtenKeyCount = keyCount;
        if (writtenKeyCount != 0) {
            keyCount = 0;",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Undefined.java,readResolve,"    public Object readResolve()
    {
        return instance;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,UniqueTag.java,readResolve,"    public Object readResolve()
    {
        switch (tagId) {
          case ID_NOT_FOUND:
            return NOT_FOUND;
          case ID_NULL_VALUE:
            return NULL_VALUE;
          case ID_DOUBLE_MARK:
            return DOUBLE_MARK;
        }
        throw new IllegalStateException(String.valueOf(tagId));
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,UniqueTag.java,toString,"    public String toString()
    {
        String name;
        switch (tagId) {
          case ID_NOT_FOUND:
            name = ""NOT_FOUND"";
            break;
          case ID_NULL_VALUE:
            name = ""NULL_VALUE"";
            break;
          case ID_DOUBLE_MARK:
            name = ""DOUBLE_MARK"";
            break;
          default:
            throw Kit.codeBug();
        }
        return super.toString()+"": ""+name;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge.java,makeInstance,"    private static VMBridge makeInstance()
    {
        String[] classNames = {
            ""org.mozilla.javascript.VMBridge_custom"",
            ""org.mozilla.javascript.jdk15.VMBridge_jdk15"",
            ""org.mozilla.javascript.jdk13.VMBridge_jdk13"",
            ""org.mozilla.javascript.jdk11.VMBridge_jdk11"",
        };
        for (int i = 0; i != classNames.length; ++i) {
            String className = classNames[i];
            Class cl = Kit.classOrNull(className);
            if (cl != null) {
                VMBridge bridge = (VMBridge)Kit.newInstanceOrNull(cl);
                if (bridge != null) {
                    return bridge;
                }
            }
        }
        throw new IllegalStateException(""Failed to create VMBridge instance"");
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge.java,getInterfaceProxyHelper,"    protected Object getInterfaceProxyHelper(ContextFactory cf,
                                             Class[] interfaces)
    {
        throw Context.reportRuntimeError(
            ""VMBridge.getInterfaceProxyHelper is not supported"");",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge.java,newInterfaceProxy,"    protected Object newInterfaceProxy(Object proxyHelper,
                                       ContextFactory cf,
                                       InterfaceAdapter adapter,
                                       Object target,
                                       Scriptable topScope)
    {
        throw Context.reportRuntimeError(
            ""VMBridge.newInterfaceProxy is not supported"");",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge.java,getJavaIterator,"    public Iterator getJavaIterator(Context cx, Scriptable scope, Object obj) {
        if (obj instanceof Wrapper) {
            Object unwrapped = ((Wrapper) obj).unwrap();
            Iterator iterator = null;
            if (unwrapped instanceof Iterator)
                iterator = (Iterator) unwrapped;
            return iterator;
        }
        return null;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,WrapFactory.java,wrap,"    public Object wrap(Context cx, Scriptable scope,
                       Object obj, Class staticType)
    {
        if (obj == null || obj == Undefined.instance
            || obj instanceof Scriptable)
        {
            return obj;
        }
        if (staticType != null && staticType.isPrimitive()) {
            if (staticType == Void.TYPE)
                return Undefined.instance;
            if (staticType == Character.TYPE)
                return new Integer(((Character) obj).charValue());
            return obj;
        }
        if (!isJavaPrimitiveWrap()) {
            if (obj instanceof String || obj instanceof Number
                || obj instanceof Boolean)
            {
                return obj;
            } else if (obj instanceof Character) {
                return String.valueOf(((Character)obj).charValue());
            }
        }
        Class cls = obj.getClass();
        if (cls.isArray()) {
            return NativeJavaArray.wrap(scope, obj);
        }
        return wrapAsJavaObject(cx, scope, obj, staticType);
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,WrapFactory.java,wrapNewObject,"    public Scriptable wrapNewObject(Context cx, Scriptable scope, Object obj)
    {
        if (obj instanceof Scriptable) {
            return (Scriptable)obj;
        }
        Class cls = obj.getClass();
        if (cls.isArray()) {
            return NativeJavaArray.wrap(scope, obj);
        }
        return wrapAsJavaObject(cx, scope, obj, null);
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,WrapFactory.java,wrapAsJavaObject,"    public Scriptable wrapAsJavaObject(Context cx, Scriptable scope,
                                       Object javaObject, Class staticType)
    {
        Scriptable wrap;
        wrap = new NativeJavaObject(scope, javaObject, staticType);
        return wrap;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,WrapFactory.java,isJavaPrimitiveWrap,"    public final boolean isJavaPrimitiveWrap()
    {
        return javaPrimitiveWrap;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,WrapFactory.java,setJavaPrimitiveWrap,"    public final void setJavaPrimitiveWrap(boolean value)
    {
        Context cx = Context.getCurrentContext();
        if (cx != null && cx.isSealed()) {
            Context.onSealedMutation();
        }
        javaPrimitiveWrap = value;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,WrappedException.java,getWrappedException,"    public Throwable getWrappedException()
    {
        return exception;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,WrappedException.java,unwrap,"    public Object unwrap()
    {
        return getWrappedException();
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Continuation.java,init,"    public static void init(Context cx, Scriptable scope, boolean sealed)
    {
        Continuation obj = new Continuation();
        obj.exportAsJSClass(MAX_PROTOTYPE_ID, scope, sealed);
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Continuation.java,getImplementation,"    public Object getImplementation()
    {
        return implementation;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Continuation.java,initImplementation,"    public void initImplementation(Object implementation)
    {
        this.implementation = implementation;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Continuation.java,getClassName,"    public String getClassName()
    {
        return ""Continuation"";
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Continuation.java,construct,"    public Scriptable construct(Context cx, Scriptable scope, Object[] args)
    {
        throw Context.reportRuntimeError(""Direct call is not supported"");
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Continuation.java,call,"    public Object call(Context cx, Scriptable scope, Scriptable thisObj,
                       Object[] args)
    {
        return Interpreter.restartContinuation(this, cx, scope, args);
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Continuation.java,isContinuationConstructor,"    public static boolean isContinuationConstructor(IdFunctionObject f)
    {
        if (f.hasTag(FTAG) && f.methodId() == Id_constructor) {
            return true;
        }
        return false;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Continuation.java,initPrototypeId,"    protected void initPrototypeId(int id)
    {
        String s;
        int arity;
        switch (id) {
          case Id_constructor: arity=0; s=""constructor""; break;
          default: throw new IllegalArgumentException(String.valueOf(id));
        }
        initPrototypeMethod(FTAG, id, s, arity);
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Continuation.java,execIdCall,"    public Object execIdCall(IdFunctionObject f, Context cx, Scriptable scope,
                             Scriptable thisObj, Object[] args)
    {
        if (!f.hasTag(FTAG)) {
            return super.execIdCall(f, cx, scope, thisObj, args);
        }
        int id = f.methodId();
        switch (id) {
          case Id_constructor:
            throw Context.reportRuntimeError(""Direct call is not supported"");
        }
        throw new IllegalArgumentException(String.valueOf(id));
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Continuation.java,findPrototypeId,"    protected int findPrototypeId(String s)
    {
        int id;
// #generated# Last update: 2007-05-09 08:16:40 EDT
        L0: { id = 0; String X = null;
            if (s.length()==11) { X=""constructor"";id=Id_constructor; }
            if (X!=null && X!=s && !X.equals(s)) id = 0;
            break L0;
        }
// #/generated#
        return id;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge_jdk11.java,getThreadContextHelper,"    protected Object getThreadContextHelper()
    {
        return Thread.currentThread();
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge_jdk11.java,getContext,"    protected Context getContext(Object contextHelper)
    {
        Thread t = (Thread)contextHelper;
        return (Context)threadsWithContext.get(t);
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge_jdk11.java,setContext,"    protected void setContext(Object contextHelper, Context cx)
    {
        Thread t = (Thread)contextHelper;
        if (cx == null) {
            // Allow to garbage collect thread reference",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge_jdk11.java,getCurrentThreadClassLoader,"    protected ClassLoader getCurrentThreadClassLoader()
    {
        return null;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge_jdk11.java,tryToMakeAccessible,"    protected boolean tryToMakeAccessible(Object accessibleObject)
    {
        return false;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge_jdk11.java,isVarArgs,"    protected boolean isVarArgs(Member member) {
      return false;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge_jdk13.java,getThreadContextHelper,"    protected Object getThreadContextHelper()
    {
        // To make subsequent batch calls to getContext/setContext faster
        // associate permanently one element array with contextLocal
        // so getContext/setContext would need just to read/write the first
        // array element.
        // Note that it is necessary to use Object[], not Context[] to allow
        // garbage collection of Rhino classes. For details see comments
        // by Attila Szegedi in
        // https://bugzilla.mozilla.org/show_bug.cgi?id=281067#c5

        Object[] storage = (Object[])contextLocal.get();
        if (storage == null) {
            storage = new Object[1];
            contextLocal.set(storage);
        }
        return storage;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge_jdk13.java,getContext,"    protected Context getContext(Object contextHelper)
    {
        Object[] storage = (Object[])contextHelper;
        return (Context)storage[0];
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge_jdk13.java,setContext,"    protected void setContext(Object contextHelper, Context cx)
    {
        Object[] storage = (Object[])contextHelper;
        storage[0] = cx;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge_jdk13.java,getCurrentThreadClassLoader,"    protected ClassLoader getCurrentThreadClassLoader()
    {
        return Thread.currentThread().getContextClassLoader();
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge_jdk13.java,tryToMakeAccessible,"    protected boolean tryToMakeAccessible(Object accessibleObject)
    {
        if (!(accessibleObject instanceof AccessibleObject)) {
            return false;
        }
        AccessibleObject accessible = (AccessibleObject)accessibleObject;
        if (accessible.isAccessible()) {
            return true;
        }
        try {
            accessible.setAccessible(true);
        } catch (Exception ex) { }

        return accessible.isAccessible();
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge_jdk13.java,getInterfaceProxyHelper,"    protected Object getInterfaceProxyHelper(ContextFactory cf,
                                             Class[] interfaces)
    {
        // XXX: How to handle interfaces array withclasses from different
        // class loaders? Using cf.getApplicationClassLoader() ?
        ClassLoader loader = interfaces[0].getClassLoader();
        Class cl = Proxy.getProxyClass(loader, interfaces);
        Constructor c;
        try {
            c = cl.getConstructor(new Class[] { InvocationHandler.class });
        } catch (NoSuchMethodException ex) {
            // Should not happen
            throw Kit.initCause(new IllegalStateException(), ex);
        }
        return c;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge_jdk13.java,newInterfaceProxy,"    protected Object newInterfaceProxy(Object proxyHelper,
                                       final ContextFactory cf,
                                       final InterfaceAdapter adapter,
                                       final Object target,
                                       final Scriptable topScope)
    {
        Constructor c = (Constructor)proxyHelper;

        InvocationHandler handler = new InvocationHandler() {
                public Object invoke(Object proxy,
                                     Method method,
                                     Object[] args)
                {
                    return adapter.invoke(cf, target, topScope, method, args);
                }
            };
        Object proxy;
        try {
            proxy = c.newInstance(new Object[] { handler });
        } catch (InvocationTargetException ex) {
            throw Context.throwAsScriptRuntimeEx(ex);
        } catch (IllegalAccessException ex) {
            // Shouls not happen
            throw Kit.initCause(new IllegalStateException(), ex);
        } catch (InstantiationException ex) {
            // Shouls not happen
            throw Kit.initCause(new IllegalStateException(), ex);
        }
        return proxy;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge_jdk13.java,invoke,"                public Object invoke(Object proxy,
                                     Method method,
                                     Object[] args)
                {
                    return adapter.invoke(cf, target, topScope, method, args);
                }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge_jdk13.java,isVarArgs,"    protected boolean isVarArgs(Member member) {
      return false;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge_jdk15.java,isVarArgs,"    public boolean isVarArgs(Member member) {
        if (member instanceof Method)
            return ((Method) member).isVarArgs();",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,VMBridge_jdk15.java,getJavaIterator,"    public Iterator getJavaIterator(Context cx, Scriptable scope, Object obj) {
        if (obj instanceof Wrapper) {
            Object unwrapped = ((Wrapper) obj).unwrap();
            Iterator iterator = null;
            if (unwrapped instanceof Iterator)
                iterator = (Iterator) unwrapped;
            if (unwrapped instanceof Iterable)
                iterator = ((Iterable)unwrapped).iterator();
            return iterator;
        }
        return null;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Block.java,reduceToArray,"        private static Block[] reduceToArray(ObjToIntMap map)
        {
            Block[] result = null;
            if (!map.isEmpty()) {
                result = new Block[map.size()];
                int i = 0;
                ObjToIntMap.Iterator iter = map.newIterator();
                for (iter.start(); !iter.done(); iter.next()) {
                    FatBlock fb = (FatBlock)(iter.getKey());
                    result[i++] = fb.realBlock;
                }
            }
            return result;
        }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Block.java,addSuccessor,"        void addSuccessor(FatBlock b)  { successors.put(b, 0); }
        void addPredecessor(FatBlock b)  { predecessors.put(b, 0); }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Block.java,addPredecessor,"        void addPredecessor(FatBlock b)  { predecessors.put(b, 0); }
",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Block.java,getSuccessors,"        Block[] getSuccessors() { return reduceToArray(successors); }
        Block[] getPredecessors() { return reduceToArray(predecessors); }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Block.java,getPredecessors,"        Block[] getPredecessors() { return reduceToArray(predecessors); }
",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Block.java,runFlowAnalyzes,"    static void runFlowAnalyzes(OptFunctionNode fn, Node[] statementNodes)
    {
        int paramCount = fn.fnode.getParamCount();
        int varCount = fn.fnode.getParamAndVarCount();
        int[] varTypes = new int[varCount];
        // If the variable is a parameter, it could have any type.
        for (int i = 0; i != paramCount; ++i) {
            varTypes[i] = Optimizer.AnyType;
        }
        // If the variable is from a ""var"" statement, its typeEvent will be set
        // when we see the setVar node.
        for (int i = paramCount; i != varCount; ++i) {
            varTypes[i] = Optimizer.NoType;
        }

        Block[] theBlocks = buildBlocks(statementNodes);

        if (DEBUG) {
            ++debug_blockCount;
            System.out.println(""-------------------""+fn.fnode.getFunctionName()+""  ""+debug_blockCount+""--------"");
            System.out.println(toString(theBlocks, statementNodes));
        }

        reachingDefDataFlow(fn, statementNodes, theBlocks, varTypes);
        typeFlow(fn, statementNodes, theBlocks, varTypes);

        if (DEBUG) {
            for (int i = 0; i < theBlocks.length; i++) {
                System.out.println(""For block "" + theBlocks[i].itsBlockID);
                theBlocks[i].printLiveOnEntrySet(fn);
            }
            System.out.println(""Variable Table, size = "" + varCount);
            for (int i = 0; i != varCount; i++) {
                System.out.println(""[""+i+""] type: ""+varTypes[i]);
            }
        }

        for (int i = paramCount; i != varCount; i++) {
            if (varTypes[i] == Optimizer.NumberType) {",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Block.java,buildBlocks,"    private static Block[] buildBlocks(Node[] statementNodes)
    {
            // a mapping from each target node to the block it begins
        Hashtable theTargetBlocks = new Hashtable();
        ObjArray theBlocks = new ObjArray();

            // there's a block that starts at index 0
        int beginNodeIndex = 0;

        for (int i = 0; i < statementNodes.length; i++) {
            switch (statementNodes[i].getType()) {
                case Token.TARGET :
                    {
                        if (i != beginNodeIndex) {
                            FatBlock fb = newFatBlock(beginNodeIndex, i - 1);
                            if (statementNodes[beginNodeIndex].getType()
                                                        == Token.TARGET)
                                theTargetBlocks.put(statementNodes[beginNodeIndex], fb);
                            theBlocks.add(fb);
                             // start the next block at this node
                            beginNodeIndex = i;
                        }
                    }
                    break;
                case Token.IFNE :
                case Token.IFEQ :
                case Token.GOTO :
                    {
                        FatBlock fb = newFatBlock(beginNodeIndex, i);
                        if (statementNodes[beginNodeIndex].getType()
                                                       == Token.TARGET)
                            theTargetBlocks.put(statementNodes[beginNodeIndex], fb);
                        theBlocks.add(fb);
                            // start the next block at the next node
                        beginNodeIndex = i + 1;
                    }
                    break;
            }
        }

        if (beginNodeIndex != statementNodes.length) {
            FatBlock fb = newFatBlock(beginNodeIndex, statementNodes.length - 1);
            if (statementNodes[beginNodeIndex].getType() == Token.TARGET)
                theTargetBlocks.put(statementNodes[beginNodeIndex], fb);
            theBlocks.add(fb);
        }

        // build successor and predecessor links

        for (int i = 0; i < theBlocks.size(); i++) {
            FatBlock fb = (FatBlock)(theBlocks.get(i));

            Node blockEndNode = statementNodes[fb.realBlock.itsEndNodeIndex];
            int blockEndNodeType = blockEndNode.getType();

            if ((blockEndNodeType != Token.GOTO)
                                         && (i < (theBlocks.size() - 1))) {
                FatBlock fallThruTarget = (FatBlock)(theBlocks.get(i + 1));
                fb.addSuccessor(fallThruTarget);
                fallThruTarget.addPredecessor(fb);
            }


            if ( (blockEndNodeType == Token.IFNE)
                        || (blockEndNodeType == Token.IFEQ)
                                || (blockEndNodeType == Token.GOTO) ) {
                Node target = ((Node.Jump)blockEndNode).target;
                FatBlock branchTargetBlock
                                    = (FatBlock)(theTargetBlocks.get(target));
                target.putProp(Node.TARGETBLOCK_PROP,
                                           branchTargetBlock.realBlock);
                fb.addSuccessor(branchTargetBlock);
                branchTargetBlock.addPredecessor(fb);
            }
        }

        Block[] result = new Block[theBlocks.size()];

        for (int i = 0; i < theBlocks.size(); i++) {
            FatBlock fb = (FatBlock)(theBlocks.get(i));
            Block b = fb.realBlock;
            b.itsSuccessors = fb.getSuccessors();
            b.itsPredecessors = fb.getPredecessors();
            b.itsBlockID = i;
            result[i] = b;
        }

        return result;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
4a596eda3437b6e7bf3018170d1187badddfe81b,Block.java,newFatBlock,"    private static FatBlock newFatBlock(int startNodeIndex, int endNodeIndex)
    {
        FatBlock fb = new FatBlock();
        fb.realBlock = new Block(startNodeIndex, endNodeIndex);
        return fb;
    }",https://www.github.com/ether/pad/commit/4a596eda3437b6e7bf3018170d1187badddfe81b
